3076,2.52329150785e-23
4613,2.58378581473e-23
5639,2.59610285095e-23
6165,2.69377212176e-23
2583,2.54913259155e-23
4120,2.52885049338e-23
1562,2.60054830788e-23
1054,2.65403976924e-23
2081,2.65345340393e-23
2596,2.53764360878e-23
6321,2.50174491738e-23
2088,2.62317705495e-23
3079,2.52688776796e-23
2337,2.57692573047e-23
5170,2.59545359388e-23
2613,2.58419654868e-23
6199,2.63468072774e-23
1091,2.65499444975e-23
2632,2.67326208925e-23
2123,2.57063386193e-23
5201,2.66259245783e-23
3161,2.52900852328e-23
3170,2.55686355559e-23
6245,2.69825509101e-23
616,2.52453931339e-23
2673,2.53345868914e-23
1656,2.63987590207e-23
2170,2.6111931353e-23
6272,2.63765157144e-23
6273,2.63752150232e-23
3207,2.59830379431e-23
2185,2.56191389855e-23
656,2.67454264637e-23
3217,2.55206001507e-23
2708,2.6593844493e-23
3222,2.53524516778e-23
4759,2.54815158583e-23
3125,2.61001137219e-23
5790,2.60436122373e-23
4265,2.53527682696e-23
2731,2.58764048081e-23
4783,2.63721982583e-23
2225,2.65727788893e-23
5820,2.66708436022e-23
5821,2.67123476102e-23
5824,2.68418408239e-23
3783,2.53112147818e-23
1736,2.6357118617e-23
1232,2.61277414413e-23
727,2.69522953477e-23
1752,2.70117919569e-23
2268,2.55328704477e-23
1257,2.66591728879e-23
6379,2.47876967616e-23
3826,2.63570437207e-23
1268,2.71287577744e-23
4349,2.53113454768e-23
3342,2.61340812379e-23
2331,2.60066571841e-23
5409,2.60453368013e-23
2855,2.58586145094e-23
812,2.67472109979e-23
4402,2.63574318242e-23
5945,2.62120579718e-23
1854,2.60960778586e-23
3391,2.51794789717e-23
4491,2.59197744427e-23
2893,2.5745600629e-23
3924,2.61564396429e-23
3428,2.64796511813e-23
2920,2.53243042698e-23
2412,2.59340917543e-23
3953,2.51954842002e-23
4329,2.59690443056e-23
892,2.66976052688e-23
5508,2.68900629009e-23
1931,2.61726169926e-23
3989,2.65496831053e-23
1947,2.57106204448e-23
5020,2.63058520429e-23
928,2.65721909599e-23
1447,2.65605455007e-23
2984,2.53454293736e-23
3501,2.60670473907e-23
3004,2.53963510787e-23
4541,2.61960481712e-23
4552,2.66960469212e-23
970,2.671191544e-23
1489,2.62363181634e-23
3029,2.6586952843e-23
6105,2.63226514328e-23
4570,2.59919785286e-23
3550,2.51790799337e-23
1505,2.68737251438e-23
1002,2.63848661405e-23
4595,2.53767486996e-23
1534,2.62623011196e-23
