2572,4.82854878043e-26
4626,4.97526462227e-26
1555,4.75447916037e-26
6178,5.0570959499e-26
1062,4.79800740024e-26
3629,4.82552658541e-26
2607,4.76878418236e-26
1073,4.77223951663e-26
3638,4.82161438023e-26
6199,5.05238013519e-26
1080,4.76977995679e-26
6202,5.05484424983e-26
1083,4.77202131631e-26
3133,4.84461375278e-26
3657,4.86312717119e-26
4174,4.90904371551e-26
5715,5.00740451151e-26
597,4.30883299825e-26
5733,5.0278807474e-26
6252,5.0721819527e-26
4371,4.9041700418e-26
2679,4.76050194272e-26
1155,4.76712645698e-26
6276,5.05748345121e-26
4229,4.95871545471e-26
4232,4.9023896941e-26
4745,4.92687279789e-26
5772,5.03530025772e-26
2191,4.75307869474e-26
2707,4.85596820651e-26
4250,4.92968984383e-26
5788,5.01452710869e-26
6303,5.09736700174e-26
1697,4.80164907108e-26
6306,5.10500851978e-26
5289,5.00695530248e-26
1707,4.76452422367e-26
687,4.79571921427e-26
5305,4.9752050454e-26
620,4.34836221813e-26
2251,4.82908381576e-26
3787,4.84161621996e-26
5335,4.99790891811e-26
6362,3.9256393061e-26
1245,4.76874668506e-26
3301,4.82127824963e-26
5869,5.02115180659e-26
1269,4.85678034518e-26
1271,4.86695143718e-26
2808,4.84077619014e-26
762,4.78595717652e-26
4865,4.98982136884e-26
2822,4.79181518176e-26
3335,4.83190084754e-26
1810,4.76802088291e-26
3859,4.86802012681e-26
5406,4.98787632768e-26
2336,4.80437659894e-26
2337,4.79967726668e-26
5412,4.9980727622e-26
2341,4.78251609364e-26
1325,4.76619091369e-26
5427,5.03999298424e-26
1333,4.78606214187e-26
2373,4.78018714564e-26
1477,4.75566842629e-26
1867,4.76226066526e-26
850,4.79401432644e-26
853,4.80168887049e-26
5987,5.0828682872e-26
2918,4.77117806695e-26
1895,4.78485604196e-26
2408,4.83295304834e-26
2421,4.783690038e-26
2437,4.75240996422e-26
6028,5.03533466402e-26
3470,4.81174332871e-26
1425,4.83505136474e-26
3474,4.80855616051e-26
4933,4.95837781378e-26
5541,5.00054456867e-26
6068,5.09195054721e-26
1461,4.7896210815e-26
6070,5.09796019426e-26
1977,4.79303085469e-26
3013,4.80440922177e-26
2511,4.75835426044e-26
4344,4.89426449163e-26
2514,4.75529996348e-26
5075,4.94952902636e-26
3030,4.88666605123e-26
2012,4.82319397806e-26
2530,4.7740869367e-26
5091,4.96787493853e-26
2023,4.77370436698e-26
2029,4.7563859271e-26
2542,4.82400409275e-26
6135,5.06609370172e-26
1529,4.84244827241e-26
